0,-9.6641976377538e-18
0.0200000000000031,-9.6641976377538e-18
0.0399999999999991,-9.6641976377538e-18
0.0600000000000023,-9.6641976377538e-18
0.0799999999999983,-9.6641976377538e-18
0.100000000000001,-9.6641976377538e-18
0.120000000000005,-9.6641976377538e-18
0.140000000000001,-9.6641976377538e-18
0.160000000000004,-9.6641976377538e-18
0.18,-9.6641976377538e-18
0.200000000000003,-9.6641976377538e-18
0.219999999999999,-9.6641976377538e-18
0.240000000000002,-9.6641976377538e-18
0.259999999999998,-9.6641976377538e-18
0.280000000000001,-9.6641976377538e-18
0.300000000000004,-9.6641976377538e-18
0.32,-9.6641976377538e-18
0.340000000000003,-9.6641976377538e-18
0.359999999999999,-9.6641976377538e-18
0.380000000000003,-9.6641976377538e-18
0.399999999999999,-9.6641976377538e-18
0.420000000000002,-9.6641976377538e-18
0.439999999999998,-9.6641976377538e-18
0.460000000000001,-9.6641976377538e-18
0.480000000000004,-9.6641976377538e-18
0.5,-9.6641976377538e-18
0.520000000000003,-9.6641976377538e-18
0.539999999999999,-9.6641976377538e-18
0.560000000000002,-9.6641976377538e-18
0.579999999999998,-9.6641976377538e-18
0.600000000000001,-9.6641976377538e-18
0.620000000000005,-9.6641976377538e-18
0.640000000000001,-9.6641976377538e-18
0.660000000000004,-9.6641976377538e-18
0.68,-9.6641976377538e-18
0.700000000000003,-9.6641976377538e-18
0.719999999999999,-9.6641976377538e-18
0.740000000000002,-9.6641976377538e-18
0.759999999999998,-9.6641976377538e-18
0.780000000000001,-9.6641976377538e-18
0.800000000000004,-9.6641976377538e-18
0.82,-9.6641976377538e-18
0.840000000000003,-9.6641976377538e-18
0.859999999999999,-9.6641976377538e-18
0.880000000000003,-9.6641976377538e-18
0.899999999999999,-9.6641976377538e-18
0.920000000000002,-9.6641976377538e-18
0.939999999999998,-9.6641976377538e-18
0.960000000000001,-9.6641976377538e-18
0.980000000000004,-9.6641976377538e-18
1,-9.6641976377538e-18
1.02,-9.6641976377538e-18
1.04,-9.6641976377538e-18
1.06,-9.6641976377538e-18
1.08,-9.6641976377538e-18
1.1,-9.6641976377538e-18
1.12,-9.6641976377538e-18
1.14,-9.6641976377538e-18
1.16,-9.6641976377538e-18
1.18,-9.6641976377538e-18
1.2,-9.6641976377538e-18
1.22,-9.6641976377538e-18
1.24,-9.6641976377538e-18
1.26,-9.6641976377538e-18
1.28,-9.6641976377538e-18
1.3,-9.6641976377538e-18
1.32,-9.6641976377538e-18
1.34,-9.6641976377538e-18
1.36,-9.6641976377538e-18
1.38,-9.6641976377538e-18
1.4,-9.6641976377538e-18
1.42,-9.6641976377538e-18
1.44,-9.6641976377538e-18
1.46,-9.6641976377538e-18
1.48,-9.6641976377538e-18
1.5,-9.6641976377538e-18
1.52,-9.6641976377538e-18
1.54,-9.6641976377538e-18
1.56,-9.6641976377538e-18
